content,score,source,app,clean_review,sentiment_score,sentiment_label,cluster
"no doubt teacher are good but app is not.sometimes the app stop showing recent video lecture (I repeat not old lectures,those used to be very recent) for 2-3 days.the helpline doesn't work well.they didn't listen to student.my subscription should end after may 2025 but it stop showing recent recorded content from april.and after neet they used to call to my number every single day to promote their app and whenever I tell them about my problem regard app they just say that this couldn't happen.",1,PlayStore,Unacademy,no doubt teacher are good but app is notsometimes the app stop showing recent video lecture i repeat not old lecturesthose used to be very recent for  daysthe helpline doesnt work wellthey didnt listen to studentmy subscription should end after may  but it stop showing recent recorded content from apriland after neet they used to call to my number every single day to promote their app and whenever i tell them about my problem regard app they just say that this couldnt happen,-0.6908,Negative,2
app is good but when I tap on the subscription plan it buffers and not show it is not that there is network problem if I can not able to see subscription plan how I will able to purchase it and it also does not provide demo class to paid batch which leads to confusion among learners how that batch could be and it is difficult the interface of the app it will take some days to learn how to use it,2,PlayStore,Unacademy,app is good but when i tap on the subscription plan it buffers and not show it is not that there is network problem if i can not able to see subscription plan how i will able to purchase it and it also does not provide demo class to paid batch which leads to confusion among learners how that batch could be and it is difficult the interface of the app it will take some days to learn how to use it,-0.8248,Negative,2
if we doesn't want also they call and disturb,1,PlayStore,Vedantu,if we doesnt want also they call and disturb,-0.4445,Negative,2
very poor faculties,1,PlayStore,Vedantu,very poor faculties,-0.5256,Negative,2
very nice learning platform offer highly qualified book but one thing some book pdf are not able to download that's only the problem other excell in all,4,PlayStore,Vedantu,very nice learning platform offer highly qualified book but one thing some book pdf are not able to download thats only the problem other excell in all,-0.3619,Negative,2
this app is very bad because they are many calls on me 😔 preshan kar diya,1,PlayStore,Vedantu,this app is very bad because they are many calls on me  preshan kar diya,-0.5849,Negative,1
lots of technical problem and glitches please fixed this problem I lost 1 hour to find my lecture,1,PlayStore,Vedantu,lots of technical problem and glitches please fixed this problem i lost  hour to find my lecture,-0.6597,Negative,2
So poor their members do not even respond when I want to order TATVA books very poor service,1,PlayStore,Vedantu,so poor their members do not even respond when i want to order tatva books very poor service,-0.7569,Negative,2
I am student of drishti jee batch VLC from Hyderabad Nizampet i am facing problem to acess pedagogy please solve this problem ASAP! (issue resolved),4,PlayStore,Vedantu,i am student of drishti jee batch vlc from hyderabad nizampet i am facing problem to acess pedagogy please solve this problem asap issue resolved,-0.1531,Negative,2
I have one problem that my parents said ok to download the aap but we want call vedio call but for that my parents didn't accepted 😢i am to weak in maths .,5,PlayStore,Vedantu,i have one problem that my parents said ok to download the aap but we want call vedio call but for that my parents didnt accepted i am to weak in maths ,-0.7069,Negative,2
froud waste is money,2,PlayStore,Vedantu,froud waste is money,-0.4215,Negative,3
"at the beginning of admissions they talked frequently and answered call and text,but after the admission they are not responding properly this seems to be very bad and I have not yet received my tatva book and beginning they dont tell properly about how it wokrs and about the package's,I joined before 3 months not yet received.Dont install or put admissions here very bad experience...",1,PlayStore,Vedantu,at the beginning of admissions they talked frequently and answered call and textbut after the admission they are not responding properly this seems to be very bad and i have not yet received my tatva book and beginning they dont tell properly about how it wokrs and about the packagesi joined before  months not yet receiveddont install or put admissions here very bad experience,-0.8218,Negative,1
bad 👎 aap 😠😠,5,PlayStore,Vedantu,bad  aap ,-0.5423,Negative,1
When you select the offline course the faculty is worst as they give no holidays and they talk to you softly before admission but after admission the faculty is rude especially in the southern states branches. If you get low marks they demotivate you instead of giving motivation.,1,PlayStore,Vedantu,when you select the offline course the faculty is worst as they give no holidays and they talk to you softly before admission but after admission the faculty is rude especially in the southern states branches if you get low marks they demotivate you instead of giving motivation,-0.4678,Negative,2
"bad app that I use don't purchased any course, because it didn't fullfilling their conditions",1,PlayStore,Vedantu,bad app that i use dont purchased any course because it didnt fullfilling their conditions,-0.5423,Negative,1
I have one small problem. That is I need NCERT book based worksheets for all subjects for 6th standard,4,PlayStore,Vedantu,i have one small problem that is i need ncert book based worksheets for all subjects for th standard,-0.4019,Negative,2
