content,score,source,app
I AM facing issues to find my courses,2,PlayStore,Unacademy
it is not good it is very good,5,PlayStore,Unacademy
my all problem is getting solve. thank you my respected teachers and UNACADEMY,5,PlayStore,Unacademy
nice coaching classes,5,PlayStore,Unacademy
Excellent 👍,5,PlayStore,Unacademy
worst technology at offline centres,1,PlayStore,Unacademy
JUST.... INSANE !,5,PlayStore,Unacademy
just Don't Spam Call me They call me around 20-30times in month even mene kaha k muje nai lena kuch bhi,1,PlayStore,Unacademy
thanks for you and very useful class 😊,5,PlayStore,Unacademy
it's amazing plateform for learning and competition exam in India or all over world any preparation .,5,PlayStore,Unacademy
bad app,1,PlayStore,Unacademy
very disappointed with mentor,1,PlayStore,Unacademy
very bad application 😤,1,PlayStore,Unacademy
Great sir,5,PlayStore,Unacademy
awesome study,5,PlayStore,Unacademy
ye bas paisa kama chah rahe. bas courses bechne se matlab hai. inke brochure me aur classes me kuch similarlity nahi hai.,1,PlayStore,Unacademy
App is good 👍 😊.. but jabse ise install Kiya hai tabse har din call ate hain unknown number se ..,3,PlayStore,Unacademy
interesting 😎,5,PlayStore,Unacademy
totally waste app user experience totally waste of idea are unacademy walo advertisement se jyda app developer pr kharcha kro...,1,PlayStore,Unacademy
please don't call again and again after sign in we r disturbed,1,PlayStore,Unacademy
nikem thelusura diplomo viluva jee gaadivi neet paper leaker vi diplomo gurinchi classes petti dobbichukora.niku ichina aa okka star kuda bokka,1,PlayStore,Unacademy
"The Worst Platform, they'll just take your money and then won't care whether your classes are going on or not, whether same faculty will teach as they presented or not throughout the year, they make changes according to themselves as they don't have good bonding with their teachers as well, they bring up some YouTubers like Rakshita Singh for popularity as those teachers have many followers and they don't have much good teachers... So take admission at your own risk⚠️",1,PlayStore,Unacademy
Maharashtra state board lesson nahiat,1,PlayStore,Unacademy
इन लोगों को बच्चों के फ्यूचर से कोई मतलब नहीं है सिर्फ धन्दा बना के रख दिया है। अगर किसी teacher से ने फ्री में क्लास करवा रखी है तो उसको हटवा देते है या private कर देते है क्योंकि फिर course kon lega।.,1,PlayStore,Unacademy
very very best,5,PlayStore,Unacademy
"(NEED TO WORK MORE ON APP) I've been facing issues with attending live lectures on the app despite having a strong network connection. The video keeps buffering and freezing, which makes it hard to follow along. It's been 4 days since I subscribed to the paid plan, but I haven't been able to attend any LIVE lectures due to this. Another concern is the lack of information about Paper 2's schedule on App when it starts/who are the educators",3,PlayStore,Unacademy
all scam nothing good or genuine they are only looting money can't provide a single class after payment all fake information on their display,1,PlayStore,Unacademy
"They are cheating everyone, their team is also like them, my money is lost, no one else should get trapped, earlier something was said and shown to get the money, then they do whatever they want",1,PlayStore,Unacademy
"it is a very helpful app and colourful notes are also there to understand the concept clearly, this app and the teachers are very nice, ai is also there to clear the doubts whole app is excellent my words will be less to express it very nice👍🏻👍🏻",5,PlayStore,Unacademy
good,4,PlayStore,Unacademy
good,5,PlayStore,Unacademy
very nice classes,5,PlayStore,Unacademy
Customer support and assistance is not good.,1,PlayStore,Unacademy
"Never ever register your mobile number just to check prices, or course offerings on this app/ website. You will get millions of calls and unwanted DMs all over the place just to frustrate you.",1,PlayStore,Unacademy
technical team bekar hai,1,PlayStore,Unacademy
bhai koi bhi unacademy se course na le this is very bad 😞😔 meri life barbaad ho gyi h iske kaaran please ek baar try mt kr na aage bhut presan honge ek baar course lene ke baad koi problem hogi to call back bhi nahi krte or na hi koi response dete h please 🙏 meri life barbaad ho gyi inki vjah se or ab na hi mera call ka response dete h na hi help kr rhe h mene JEE subscription liya tha to kuch problem ho gyi ho unacademy ne koi help nhi ki mere 13000 barbaad ho gye ab meri koi unacad,1,PlayStore,Unacademy
ok,4,PlayStore,Unacademy
very good,5,PlayStore,Unacademy
very bad,1,PlayStore,Unacademy
good,5,PlayStore,Unacademy
bad very bad,1,PlayStore,Unacademy
"Not even half an hour I installed the app - could not even go through it - I started getting spam calls!!! 3/4 calls per day - guys, chill out. And after you guys made me uninstall the app out of frustration - again I'm getting calls!!! Get a life! People don't have their entire day to do as you say over the call! They might need some time to settle down after a long day before starting to browse through the app.",1,PlayStore,Unacademy
all teacher are better than other's,5,PlayStore,Unacademy
I tried so much time to login in your app but it can't login it shows my account is deactivated solve this problem,1,PlayStore,Unacademy
kisi kaam ka app nhi hai,1,PlayStore,Unacademy
very good. support is amazing.,5,PlayStore,Unacademy
it is day by day getting bad the app interface has also been degraded now so many glitches and comments option disabled for offline lectures too many ads even if you have a plus subscription they show ads for iconic in between practice test too lecture history have been disabled no tracking of performance and most irritating is that setting up your planner icon every time open the app but whenever it shows it never opens you have to exit clear from recent tab and open it again you have to do it,1,PlayStore,Unacademy
thank u sir 🙏,4,PlayStore,Unacademy
app crashes again and again and it struck alot while watching classes. This is causing alot of time waste . please fix it if possible,2,PlayStore,Unacademy
Best online platform with Best faculties in India,5,PlayStore,Unacademy
is very good app,5,PlayStore,Unacademy
"poor test series experience..,it doesn't open on the app..on allotted time and date...and then shows missed it/test cancelled by the educator...no option of re-test/reattempt...",1,PlayStore,Unacademy
irrespective of platform teachers are far better than any platform,5,PlayStore,Unacademy
Best app for education. But the best thing is you can select your teacher by own in plus subscription. I am preparing for neet and the teachers are the best. As early as possible doubt is cleared after asking it over app. Also there are multiple questions to practice in app along with dpp and modules. My experience is best about this app.,5,PlayStore,Unacademy
video quality is not good and on download video slide are not visible properly and mathematical tools are not visible at all in both live and recorded lecture and team response is not good for these app problems at all so overall experience is not much good!!!!,1,PlayStore,Unacademy
very unfriendly app. could not join the batch after payment. poor customer care who themselves don't know,1,PlayStore,Unacademy
"सभी वर्कर बस कॉल कर करके लोगों को लुटते है,, आपको यकीन न हो तो एक बार बस केवल app को लॉगिन करके देख सकते है,, बस सलाह दूंगा student लोग ऐसे प्लेटफॉर्म से दूर रहना my reply again ☝️👉 मुझे पता है ये support system की बात कर करेंगे,, तो आपको बता दूं कि मैं खुद पिछले 1 month से Unacademy app पर 3,3 बाद ticket जारी कर चुका,, हर बार unacademy 7 से 10 days का name लेके प्रॉब्लम को Extend कर देता है,, मैने 1 year में 3 प्रॉबलम दी एक का भी solution नहीं हुआ,, बस उल्टा समय की बर्बादी ओर हुई। 🙂‍↕️😑",1,PlayStore,Unacademy
